registration_date,total_usage_time,pets,carpet_score,sent_for_repair,failure_date,battery_status,impact_status,ir_status,had_failure,time_to_failure,type_of_failure
2016-01-31,2194,1,1,1,2019-05-30,0,0,1,1,1215,Ir
2016-01-31,1801,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-01,2697,1,2,1,2018-11-20,1,0,0,1,1023,Battery
2016-02-01,1192,1,6,1,2017-05-19,1,0,0,1,473,Battery
2016-02-01,2183,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-01,1560,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-01,384,0,2,1,2019-11-19,1,0,0,1,1387,Battery
2016-02-02,1627,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-03,1734,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-03,1126,1,7,1,2018-01-14,1,0,0,1,711,Battery
2016-02-03,1585,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-03,2507,1,2,1,2019-03-18,1,0,0,1,1139,Battery
2016-02-04,1812,0,3,1,2019-11-08,1,0,0,1,1373,Battery
2016-02-04,1381,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-05,1595,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-05,1070,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-06,3313,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-06,1358,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-07,2780,1,2,1,2018-11-21,1,0,0,1,1018,Battery
2016-02-07,2093,1,2,1,2019-06-02,1,0,0,1,1211,Battery
2016-02-08,2204,1,1,1,2018-07-27,1,0,0,1,900,Battery
2016-02-08,1292,1,3,1,2017-05-12,1,0,0,1,459,Battery
2016-02-08,823,0,2,1,2018-03-19,1,0,0,1,770,Battery
2016-02-08,1422,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-09,1317,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-09,545,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-10,1323,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-10,2120,1,3,1,2018-06-08,1,0,0,1,849,Battery
2016-02-11,1415,0,2,1,2019-04-05,1,0,0,1,1149,Battery
2016-02-11,1650,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-12,2697,1,1,1,2019-02-18,0,1,0,1,1102,Impact
2016-02-12,513,0,1,1,2017-04-16,1,0,0,1,429,Battery
2016-02-13,1248,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-14,1553,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-14,1366,0,3,1,2018-11-22,1,0,0,1,1012,Battery
2016-02-15,2021,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-15,684,0,1,1,2018-09-09,1,0,0,1,937,Battery
2016-02-16,1288,0,1,1,2019-01-05,1,0,0,1,1054,Battery
2016-02-16,2241,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-16,1508,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-17,2538,1,2,1,2019-05-08,1,0,0,1,1176,Battery
2016-02-17,1587,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-18,814,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-18,2172,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-18,2371,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-19,1338,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-19,846,0,2,1,2019-10-11,1,0,0,1,1330,Battery
2016-02-19,1815,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-19,2947,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-19,194,1,1,1,2016-05-11,0,0,1,1,82,Ir
2016-02-19,1572,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-20,3438,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-20,1217,1,4,1,2018-03-19,0,0,1,1,758,Ir
2016-02-20,939,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-20,1301,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-21,1024,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-21,3197,1,1,1,2019-10-21,0,1,0,1,1338,Impact
2016-02-21,1536,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-21,3149,1,1,1,2019-02-28,0,1,0,1,1103,Impact
2016-02-22,135,0,2,1,2017-01-03,0,0,1,1,316,Ir
2016-02-23,1170,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-23,1084,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-23,2895,1,2,1,2019-09-02,0,1,0,1,1287,Impact
2016-02-24,857,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-25,616,0,1,1,2019-06-21,0,0,0,1,1212,Unknown_Component
2016-02-26,1602,1,2,1,2018-04-14,1,0,0,1,778,Battery
2016-02-26,3329,1,2,1,2019-10-27,0,1,0,1,1339,Impact
2016-02-27,1279,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-27,1583,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-29,1419,0,5,1,2019-09-13,1,0,0,1,1292,Battery
2016-02-29,929,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-02-29,955,0,2,1,2018-10-30,1,0,0,1,974,Battery
2016-03-01,1247,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-01,973,0,2,1,2019-04-18,1,0,0,1,1143,Battery
2016-03-02,1841,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-02,1127,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-02,1593,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-03,1182,0,2,1,2018-10-29,0,0,1,1,970,Ir
2016-03-04,1247,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-04,1139,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-05,1736,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-05,2633,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-06,1235,0,4,1,2018-12-02,1,0,0,1,1001,Battery
2016-03-06,1234,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-07,894,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-07,1507,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-08,1034,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-09,931,0,2,1,2018-03-18,1,0,0,1,739,Battery
2016-03-10,2266,1,2,1,2018-10-31,0,1,0,1,965,Impact
2016-03-10,1722,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-11,2700,1,3,1,2018-11-30,1,0,0,1,994,Battery
2016-03-11,1488,0,3,1,2019-12-03,1,0,0,1,1362,Battery
2016-03-12,1603,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-12,1063,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-13,955,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-14,1913,1,6,1,2019-06-09,1,0,0,1,1182,Battery
2016-03-14,1152,1,1,1,2018-03-17,0,0,1,1,733,Ir
2016-03-14,1283,0,3,1,2018-11-12,1,0,0,1,973,Battery
2016-03-14,905,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-14,1199,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-15,1788,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-15,1520,0,2,1,2019-08-27,1,0,0,1,1260,Battery
2016-03-15,1803,0,3,1,2019-10-31,1,0,0,1,1325,Battery
2016-03-16,2788,1,3,1,2019-09-03,1,0,0,1,1266,Battery
2016-03-16,1334,0,4,1,2018-09-05,1,0,0,1,903,Battery
2016-03-16,488,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-16,1553,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-17,2200,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-17,1906,0,4,1,2018-12-21,1,0,0,1,1009,Battery
2016-03-17,3539,1,3,1,2019-01-29,1,0,0,1,1048,Battery
2016-03-17,1473,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-17,1491,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-18,770,0,3,1,2019-06-27,1,0,0,1,1196,Battery
2016-03-19,1127,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-19,1753,1,3,1,2019-09-16,1,0,0,1,1276,Battery
2016-03-20,1319,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-21,1228,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-22,2469,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-22,902,0,3,1,2019-12-27,1,0,0,1,1375,Battery
2016-03-22,1969,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-22,71,0,2,1,2016-06-20,0,0,1,1,90,Ir
2016-03-22,499,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-23,840,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-23,735,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-23,1423,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-23,1022,0,1,1,2018-10-23,0,0,1,1,944,Ir
2016-03-23,2413,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-23,2136,1,7,1,2019-01-18,1,0,0,1,1031,Battery
2016-03-23,2557,1,1,1,2018-03-11,0,1,0,1,718,Impact
2016-03-24,1603,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-24,1823,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-24,1130,0,5,1,2018-10-04,1,0,0,1,924,Battery
2016-03-24,929,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-24,1703,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-25,876,0,3,1,2019-05-11,1,0,0,1,1142,Battery
2016-03-25,1287,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-25,1533,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-26,311,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-26,1118,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-27,2960,1,5,1,2019-05-29,1,0,0,1,1158,Battery
2016-03-27,2352,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-29,1218,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-29,1815,1,2,1,2017-12-21,1,0,0,1,632,Battery
2016-03-29,487,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-30,2305,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-30,1446,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-03-30,1827,1,3,1,2018-01-19,1,0,0,1,660,Battery
2016-04-01,1366,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-03,1815,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-04,1491,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-04,1286,0,5,1,2019-08-21,1,0,0,1,1234,Battery
2016-04-04,1225,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-04,1672,1,2,1,2017-11-10,1,0,0,1,585,Battery
2016-04-05,2233,1,6,1,2018-10-12,0,0,1,1,920,Ir
2016-04-05,484,0,2,1,2017-10-14,0,0,1,1,557,Ir
2016-04-05,2899,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-06,1512,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-06,1421,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-06,1344,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-07,1377,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-07,2976,1,3,1,2019-10-13,0,1,0,1,1284,Impact
2016-04-08,1680,0,1,1,2019-07-18,1,0,0,1,1196,Battery
2016-04-08,703,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-08,1714,1,4,1,2018-04-05,1,0,0,1,727,Battery
2016-04-08,1103,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-09,1653,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-09,1247,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-09,1114,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-09,2337,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-10,1468,1,2,1,2019-03-21,1,0,0,1,1075,Battery
2016-04-10,1677,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-10,3047,1,2,1,2019-10-15,1,0,0,1,1283,Battery
2016-04-10,720,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-11,626,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-11,2154,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-11,918,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-11,1151,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-12,926,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-12,1392,0,4,1,2019-05-05,1,0,0,1,1118,Battery
2016-04-13,545,0,1,1,2018-06-03,1,0,0,1,781,Battery
2016-04-13,1645,0,3,1,2019-09-08,1,0,0,1,1243,Battery
2016-04-13,2662,1,1,1,2019-06-12,0,1,0,1,1155,Impact
2016-04-14,871,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-15,1375,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-15,1296,0,1,1,2019-08-11,1,0,0,1,1213,Battery
2016-04-15,1166,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-16,2355,1,1,1,2019-11-11,0,1,0,1,1304,Impact
2016-04-17,1946,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-17,1363,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-17,2068,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-18,3566,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-18,1112,0,2,1,2018-12-28,1,0,0,1,984,Battery
2016-04-19,1669,1,3,1,2018-02-26,1,0,0,1,678,Battery
2016-04-19,2158,1,2,1,2019-01-29,1,0,0,1,1015,Battery
2016-04-20,2606,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-20,1594,0,1,1,2019-06-07,1,0,0,1,1143,Battery
2016-04-20,1212,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-20,965,0,4,1,2018-12-01,1,0,0,1,955,Battery
2016-04-20,720,0,1,1,2019-07-02,1,0,0,1,1168,Battery
2016-04-21,2282,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-21,1614,0,2,1,2019-07-09,1,0,0,1,1174,Battery
2016-04-21,1513,0,2,1,2019-09-08,1,0,0,1,1235,Battery
2016-04-22,1386,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-23,1503,0,7,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-23,1011,0,6,1,2018-06-07,1,0,0,1,775,Battery
2016-04-24,2280,1,2,1,2019-08-25,1,0,0,1,1218,Battery
2016-04-24,1527,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-25,1524,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-25,186,1,1,1,2016-08-09,0,0,1,1,106,Ir
2016-04-25,1156,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-25,1345,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-26,2542,1,4,1,2019-09-01,1,0,0,1,1223,Battery
2016-04-26,1548,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-26,1895,0,5,1,2019-04-13,1,0,0,1,1082,Battery
2016-04-27,2137,1,5,1,2018-10-02,1,0,0,1,888,Battery
2016-04-28,2646,1,5,1,2019-06-28,1,0,0,1,1156,Battery
2016-04-28,1483,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-28,1837,1,4,1,2019-01-19,1,0,0,1,996,Battery
2016-04-28,1132,1,1,1,2019-11-12,0,0,0,1,1293,Unknown_Component
2016-04-28,1286,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-29,2518,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-29,1057,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-29,2850,1,4,1,2019-08-23,1,0,0,1,1211,Battery
2016-04-29,1132,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-29,2905,1,3,1,2019-04-23,1,0,0,1,1089,Battery
2016-04-30,2445,1,1,1,2018-07-30,0,1,0,1,821,Impact
2016-04-30,1430,0,6,1,2019-07-13,1,0,0,1,1169,Battery
2016-04-30,1908,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-04-30,647,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-01,1550,1,3,1,2019-11-27,1,0,0,1,1305,Battery
2016-05-01,1163,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-01,1477,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-02,1391,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-02,982,0,4,1,2019-09-06,1,0,0,1,1222,Battery
2016-05-03,1751,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-03,1709,1,2,1,2018-09-30,1,0,0,1,880,Battery
2016-05-03,2242,1,1,1,2018-11-21,1,0,0,1,932,Battery
2016-05-04,1787,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-04,2447,1,3,1,2019-11-07,1,0,0,1,1282,Battery
2016-05-04,505,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-05,2208,1,2,1,2019-11-03,1,0,0,1,1277,Battery
2016-05-05,2045,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-06,1460,1,4,1,2019-07-17,1,0,0,1,1167,Battery
2016-05-06,1131,1,3,1,2019-06-04,1,0,0,1,1124,Battery
2016-05-06,2062,1,2,1,2019-06-09,1,0,0,1,1129,Battery
2016-05-06,1069,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-07,2083,1,5,1,2019-05-09,1,0,0,1,1097,Battery
2016-05-07,1411,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-07,1553,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-07,1093,0,2,1,2019-07-07,0,0,1,1,1156,Ir
2016-05-08,1075,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-08,1365,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-08,3380,1,3,1,2019-12-19,0,1,0,1,1320,Impact
2016-05-08,3293,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-08,1626,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-08,1523,0,2,1,2018-10-29,1,0,0,1,904,Battery
2016-05-08,2420,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-09,731,0,4,1,2019-06-20,1,0,0,1,1137,Battery
2016-05-09,990,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-09,1266,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-09,1070,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-10,1736,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-10,1389,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-11,355,1,2,1,2016-10-10,0,0,1,1,152,Ir
2016-05-11,2453,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-11,1095,1,5,1,2018-04-09,1,0,0,1,698,Battery
2016-05-12,1151,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-13,2694,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-13,1868,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-13,1716,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-14,2133,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-14,1883,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-14,448,1,2,1,2017-05-25,0,0,1,1,376,Ir
2016-05-14,2947,1,1,1,2018-09-11,0,1,0,1,850,Impact
2016-05-14,1122,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-15,1384,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-15,3046,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-15,354,0,5,1,2017-11-11,1,0,0,1,545,Battery
2016-05-16,2095,1,4,1,2019-01-16,1,0,0,1,975,Battery
2016-05-16,1578,1,2,1,2019-08-25,0,0,1,1,1196,Ir
2016-05-16,1587,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-16,1076,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-17,1979,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-17,1277,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-17,1088,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-17,3097,1,3,1,2019-06-30,1,0,0,1,1139,Battery
2016-05-17,1260,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-18,1561,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-18,1897,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-19,1334,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-19,1518,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-19,1499,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-20,1522,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-20,1811,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-20,1613,1,2,1,2018-04-24,1,0,0,1,704,Battery
2016-05-20,190,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-21,2726,1,2,1,2019-03-29,1,0,0,1,1042,Battery
2016-05-23,2053,1,4,1,2019-02-23,1,0,0,1,1006,Battery
2016-05-23,1545,0,7,1,2019-10-30,1,0,0,1,1255,Battery
2016-05-23,2536,1,6,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-23,2597,1,3,1,2019-09-13,1,0,0,1,1208,Battery
2016-05-24,1387,0,3,1,2019-05-19,1,0,0,1,1090,Battery
2016-05-24,2689,1,1,1,2019-11-10,1,0,0,1,1265,Battery
2016-05-25,1180,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-25,943,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-25,1536,0,6,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-25,239,0,6,1,2017-01-10,0,0,1,1,230,Ir
2016-05-26,2278,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-26,3140,1,1,1,2019-03-25,1,0,0,1,1033,Battery
2016-05-26,1648,1,3,1,2018-11-05,1,0,0,1,893,Battery
2016-05-26,2484,1,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-26,1356,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-27,1240,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-27,1819,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-28,1194,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-28,1289,0,2,1,2019-09-02,1,0,0,1,1192,Battery
2016-05-28,2526,1,1,1,2019-03-17,0,1,0,1,1023,Impact
2016-05-29,1857,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-29,1246,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-29,1878,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-29,1164,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-29,1165,1,1,1,2018-07-19,0,0,1,1,781,Ir
2016-05-30,813,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-30,2650,1,2,1,2019-08-04,1,0,0,1,1161,Battery
2016-05-30,1916,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-31,1907,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-31,1459,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-31,505,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-05-31,690,0,4,1,2018-11-06,0,0,0,1,889,Unknown_Component
2016-06-01,1639,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-01,229,0,4,1,2019-12-28,0,0,0,1,1305,Unknown_Component
2016-06-02,885,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-02,846,0,6,1,2018-02-03,1,0,0,1,611,Battery
2016-06-02,1918,0,1,1,2019-07-28,1,0,0,1,1151,Battery
2016-06-02,1461,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-02,1369,0,4,1,2019-03-17,1,0,0,1,1018,Battery
2016-06-02,1783,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-02,2255,1,4,1,2019-05-04,1,0,0,1,1066,Battery
2016-06-02,919,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-03,1306,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-03,1233,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-03,480,0,1,1,2019-01-06,0,0,1,1,947,Ir
2016-06-03,1584,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-03,1579,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-03,1631,1,6,1,2018-07-31,1,0,0,1,788,Battery
2016-06-04,1428,0,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-04,881,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-05,2515,1,1,1,2018-12-04,0,1,0,1,912,Impact
2016-06-05,623,0,7,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-06,1587,0,2,1,2019-07-07,1,0,0,1,1126,Battery
2016-06-06,545,0,3,1,2019-10-29,1,0,0,1,1240,Battery
2016-06-07,2172,1,1,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-07,2453,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-08,1443,0,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-08,1149,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-08,1243,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-09,1954,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-09,1304,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-09,1085,1,3,1,2019-01-20,1,0,0,1,955,Battery
2016-06-09,2570,1,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-09,1435,0,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-10,319,0,3,1,2017-04-24,1,0,0,1,318,Battery
2016-06-10,915,0,5,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-11,3005,1,2,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-11,1954,1,7,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-11,1332,1,3,1,2019-12-02,0,0,1,1,1269,Ir
2016-06-12,1149,1,4,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-12,1484,0,3,0,1970-01-01,0,0,0,0,-1,Censored
2016-06-13,745,1,4,1,2017-08-17,0,0,1,1,430,Ir
